Date;Rot;VH;Team;1st;2nd;3rd;4th;Final;Open;Close;ML;2H
211;573;V;Toronto Raptors;29;27;24;26;106;222.5;219;125;2
211;574;H;Boston Celtics;34;32;22;32;120;4.5;2.5;-145;107.5
212;541;V;Minnesota Timberwolves;30;29;26;29;114;227.5;230;120;112.5
212;542;H;Charlotte Hornets;25;35;30;30;120;5.5;2.5;-140;1.5
212;543;V;New York Knicks;30;23;26;30;109;223;3;-150;106.5
212;544;H;Washington Wizards;23;19;22;27;91;1;218.5;130;1.5
212;545;V;San Antonio Spurs;36;41;33;15;125;228.5;225;115;115
212;546;H;Atlanta Hawks;29;19;24;42;114;3.5;2.5;-135;8
212;549;V;New Orleans Pelicans;34;31;36;29;130;233;233.5;130;114
212;550;H;Dallas Mavericks;27;42;39;35;143;2;3;-150;0.5
212;551;V;Los Angeles Clippers;30;28;32;35;125;7.5;7.5;-300;3
212;552;H;Chicago Bulls;25;29;24;28;106;227.5;225;250;110
212;553;V;Milwaukee Bucks;31;21;30;33;115;232;233;120;4
212;554;H;Utah Jazz;35;34;27;33;129;2;2.5;-140;118.5
212;555;V;Oklahoma City ThunderCity;28;25;26;16;95;223.5;221.5;650;106.5
212;556;H;Denver Nuggets;16;24;30;27;97;12;11.5;-1000;11
212;557;V;Orlando Magic;33;31;33;26;123;223.5;217.5;225;112
212;558;H;Sacramento Kings;33;26;28;25;112;8;6.5;-265;6.5
212;559;V;Memphis Grizzlies;31;28;23;23;105;221;218.5;300;111
212;560;H;Los Angeles Lakers;16;30;41;28;115;8;8.5;-360;9.5
212;561;V;Cleveland Cavaliers;23;29;25;33;110;221;221.5;165;4
212;562;H;Portland Trail Blazers;34;39;27;29;129;6;3.5;-185;108.5
212;575;V;Detroit Pistons;27;27;28;26;108;219.5;210.5;290;103.5
212;576;H;Boston Celtics;23;29;20;30;102;8.5;7;-350;6
213;563;V;Philadelphia 76ers;28;25;28;30;111;1;221;-105;107.5
213;564;H;Phoenix Suns;23;30;33;34;120;227;1.5;-115;1
213;565;V;Indiana Pacers;27;35;22;41;125;1.5;1.5;-115;109.5
213;566;H;Atlanta Hawks;26;32;29;26;113;226;223.5;-105;pk
213;567;V;Houston Rockets;25;22;28;24;99;1.5;213;-120;4.5
213;568;H;New York Knicks;30;33;24;34;121;210;pk;100;103
213;569;V;Brooklyn Nets;37;29;42;26;134;4.5;3.5;-160;119.5
213;570;H;Golden State Warriors;28;23;31;35;117;243;246;140;2.5
213;571;V;Miami Heat;21;21;15;37;94;218;215.5;240;103.5
213;572;H;Utah Jazz;18;29;31;34;112;5;7;-280;2.5
214;501;V;Portland Trail Blazers;34;24;45;18;121;235.5;235.5;180;115
214;502;H;Dallas Mavericks;25;36;30;27;118;3.5;5.5;-210;2.5
214;503;V;Minnesota Timberwolves;27;27;37;25;116;227;229.5;290;111.5
214;504;H;Toronto Raptors;26;32;25;29;112;9.5;7.5;-350;3.5
214;507;V;San Antonio Spurs;17;47;25;33;122;228;4;-170;1.5
214;508;H;Charlotte Hornets;33;26;30;21;110;pk;226.5;150;115.5
214;509;V;Milwaukee Bucks;24;17;40;28;109;11.5;12;-1000;12
214;510;H;Oklahoma City ThunderCity;24;28;29;33;114;226.5;228.5;650;115.5
214;511;V;Los Angeles Lakers;33;28;24;20;105;3;3;-150;4.5
214;512;H;Denver Nuggets;33;40;30;19;122;217;219;130;109
214;513;V;Orlando Magic;16;19;25;30;90;217.5;212;525;108
214;514;H;Phoenix Suns;28;24;32;25;109;8.5;11.5;-750;2
214;515;V;Memphis Grizzlies;30;32;37;25;124;1.5;232;105;116.5
214;516;H;Sacramento Kings;22;24;33;31;110;229.5;1.5;-125;5
214;517;V;Cleveland Cavaliers;24;34;30;23;111;219.5;220;395;109
214;518;H;Los Angeles Clippers;32;38;36;22;128;10.5;8.5;-490;0.5
214;577;V;Boston Celtics;22;21;24;24;91;5.5;7;-280;7.5
214;578;H;Washington Wizards;29;26;34;15;104;231.5;230;240;116
214;579;V;New Orleans Pelicans;40;22;27;23;112;3.5;5.5;-220;4.5
214;580;H;Detroit Pistons;30;34;33;26;123;222.5;222.5;190;109.5
215;519;V;Chicago Bulls;24;25;30;26;120;229.5;223.5;170;112.5
215;520;H;Indiana Pacers;21;23;26;35;112;6;4.5;-190;5
215;521;V;Houston Rockets;34;35;20;30;119;228.5;233.5;105;114.5
215;522;H;Washington Wizards;38;34;28;31;131;1.5;2;-125;0.5
215;523;V;Atlanta Hawks;28;35;27;22;112;1;1.5;-125;1.5
215;524;H;New York Knicks;39;27;29;28;123;216;218.5;105;112.5
215;525;V;Philadelphia 76ers;42;24;28;29;123;227.5;225;320;111
215;526;H;Utah Jazz;35;37;34;28;134;6;8.5;-380;3
215;527;V;Miami Heat;35;27;29;27;118;220.5;6.5;-240;6.5
215;528;H;Los Angeles Clippers;33;34;25;33;125;5.5;217.5;200;107
215;529;V;Cleveland Cavaliers;32;22;30;14;98;224;227.5;450;116
215;530;H;Golden State Warriors;32;32;37;28;129;8;11;-600;3
215;531;V;Brooklyn Nets;36;38;33;29;136;4;4.5;-190;1
215;532;H;Sacramento Kings;37;31;20;37;125;237.5;243;170;120
216;535;V;Denver Nuggets;26;28;21;24;99;221.5;222.5;110;0.5
216;536;H;Boston Celtics;30;29;27;26;112;2.5;2;-130;109
216;537;V;New Orleans Pelicans;29;34;38;43;144;228;1.5;-115;114
216;538;H;Memphis Grizzlies;32;26;23;32;113;1.5;232;-105;1.5
216;539;V;Toronto Raptors;33;31;30;30;124;233;236;210;115
216;540;H;Milwaukee Bucks;33;31;27;22;113;6.5;6;-250;4
216;541;V;Los Angeles Lakers;30;27;29;26;112;8;6;-265;4
216;542;H;Minnesota Timberwolves;27;29;28;20;104;223.5;223;225;109
216;543;V;Portland Trail Blazers;34;30;29;22;115;7;5.5;-220;110.5
216;544;H;Oklahoma City ThunderCity;21;29;29;25;104;225.5;226;190;2
216;545;V;Brooklyn Nets;22;32;34;40;128;230;226.5;270;1
216;546;H;Phoenix Suns;33;42;25;24;124;2;8;-330;112.5
217;549;V;New York Knicks;32;24;14;19;89;4.5;3.5;-160;1.5
217;550;H;Orlando Magic;23;30;30;24;107;209;209.5;140;102.5
217;551;V;Denver Nuggets;41;23;29;35;128;4;4.5;-175;4
217;552;H;Washington Wizards;24;46;30;30;130;232;234.5;155;114
217;555;V;Houston Rockets;24;19;36;34;113;223.5;227;330;1.5
217;556;H;Philadelphia 76ers;38;31;27;22;118;11;8;-400;109.5
217;557;V;Atlanta Hawks;33;29;28;32;122;223.5;222.5;110;109
217;558;H;Boston Celtics;35;21;25;33;114;4.5;2;-130;2.5
217;559;V;Portland Trail Blazers;35;24;35;32;126;231.5;237;150;1
217;560;H;New Orleans Pelicans;30;39;22;33;124;3;4;-170;116
217;561;V;Indiana Pacers;39;30;17;35;134;5.5;5;-200;5.5
217;562;H;Minnesota Timberwolves;33;40;19;29;128;227;225.5;175;111.5
217;565;V;Miami Heat;36;25;25;19;112;223.5;222.5;-115;108.5
217;566;H;Golden State Warriors;24;22;30;29;120;1;1.5;-105;5.5
217;567;V;Utah Jazz;24;22;35;33;114;3.5;7;-260;7
217;568;H;Los Angeles Clippers;25;26;24;21;96;227.5;228;220;116
217;577;V;Detroit Pistons;35;26;12;29;102;223;219.5;130;107
217;578;H;Chicago Bulls;27;16;27;35;105;4.5;3;-150;6
217;579;V;Oklahoma City ThunderCity;31;25;29;28;113;223.5;227;225;110
217;580;H;Memphis Grizzlies;30;27;29;36;122;7;7;-265;4
218;569;V;Toronto Raptors;33;25;27;25;110;234;234;270;112.5
218;570;H;Milwaukee Bucks;26;15;31;24;96;6.5;7.5;-330;8.5
218;571;V;Brooklyn Nets;31;33;26;19;109;237;230.5;130;112
218;572;H;Los Angeles Lakers;24;29;21;24;98;2;3;-150;5
218;573;V;Miami Heat;31;26;32;29;118;3;226;-105;110.5
218;574;H;Sacramento Kings;21;22;36;31;110;224;1;-115;4
219;501;V;Golden State Warriors;34;17;43;26;120;5.5;5;-200;6.5
219;502;H;Orlando Magic;37;27;29;31;124;222;225.5;175;109.5
219;505;V;Chicago Bulls;30;23;26;26;105;229.5;227;210;115
219;506;H;Philadelphia 76ers;32;26;27;27;112;9;6;-250;2.5
219;507;V;Atlanta Hawks;22;19;32;36;109;225.5;226.5;175;4
219;508;H;Boston Celtics;33;33;32;23;121;4.5;5;-200;109.5
219;509;V;Detroit Pistons;17;26;30;22;95;221;219;170;1
219;510;H;Memphis Grizzlies;35;18;31;25;109;6.5;4.5;-190;106
219;511;V;Oklahoma City ThunderCity;20;22;20;23;85;231.5;232;450;112
219;512;H;Milwaukee Bucks;16;30;32;20;98;10.5;11;-600;5.5
219;513;V;Phoenix Suns;33;26;32;41;132;1.5;3.5;-165;5
219;514;H;New Orleans Pelicans;34;32;36;12;114;228.5;231;145;117.5
219;515;V;Toronto Raptors;28;17;13;28;86;4;2.5;-155;109
219;516;H;Minnesota Timberwolves;15;20;29;17;81;231;225.5;135;2
219;519;V;Utah Jazz;23;26;26;37;112;4;228;-110;2.5
219;520;H;Los Angeles Clippers;31;26;22;37;116;225;1;-110;116
219;575;V;Denver Nuggets;33;36;26;25;120;8.5;9;-450;109.5
219;576;H;Cleveland Cavaliers;23;27;30;23;103;221;226;375;0.5
220;523;V;Golden State Warriors;15;32;22;31;100;1.5;2;-130;110
220;524;H;Charlotte Hornets;24;21;24;33;102;232.5;234.5;110;4
220;525;V;Phoenix Suns;28;37;31;32;128;4.5;6.5;-260;113.5
220;526;H;Memphis Grizzlies;15;19;30;33;97;226;223;220;4
220;529;V;Sacramento Kings;21;37;25;31;114;2.5;235.5;-115;3
220;530;H;Chicago Bulls;28;40;27;27;122;233;pk;-105;114.5
220;531;V;Miami Heat;36;23;22;15;96;214;208.5;145;102.5
220;532;H;Los Angeles Lakers;23;29;25;17;94;5.5;3.5;-165;4.5
220;533;V;Washington Wizards;31;30;28;29;118;242;243.5;155;118
220;534;H;Portland Trail Blazers;43;12;37;19;111;6;4.5;-175;4
221;535;V;Boston Celtics;30;33;24;21;115;3.5;2.5;-140;117
221;536;H;New Orleans Pelicans;28;19;27;34;120;232.5;230;120;3
221;537;V;Philadelphia 76ers;24;31;29;19;103;2.5;3;-150;1.5
221;538;H;Toronto Raptors;28;24;31;27;110;224;223;130;107.5
221;539;V;Detroit Pistons;26;22;28;20;96;210;210.5;145;1
221;540;H;Orlando Magic;28;28;27;22;105;pk;3;-165;104
221;541;V;Oklahoma City ThunderCity;31;31;24;31;117;2;3;-150;108.5
221;542;H;Cleveland Cavaliers;28;23;24;26;101;216.5;220;130;1.5
221;543;V;Minnesota Timberwolves;18;32;21;28;99;216;217.5;135;1.5
221;544;H;New York Knicks;30;31;26;16;103;3.5;3;-155;104.5
221;545;V;Denver Nuggets;33;23;20;39;115;2.5;2.5;-145;3.5
221;546;H;Atlanta Hawks;27;37;29;30;123;228;232;125;113.5
221;547;V;Brooklyn Nets;28;30;31;23;112;240.5;234.5;225;114
221;548;H;Los Angeles Clippers;30;21;28;29;108;4.5;6.5;-265;5.5
221;549;V;Sacramento Kings;25;31;26;33;115;235.5;239.5;450;116.5
221;550;H;Milwaukee Bucks;28;42;29;29;128;10.5;10;-600;1.5
222;553;V;Chicago Bulls;29;25;46;20;120;227;1;-110;114.5
222;554;H;Houston Rockets;24;24;26;26;100;1;226.5;-110;1.5
222;555;V;Miami Heat;23;22;34;29;108;5;7;-280;6
222;556;H;Oklahoma City ThunderCity;21;33;23;17;94;213.5;212.5;240;102.5
222;557;V;Memphis Grizzlies;13;23;26;30;92;231;232;165;3
222;558;H;Dallas Mavericks;26;28;27;21;102;4.5;4;-185;116.5
222;559;V;Portland Trail Blazers;26;28;17;29;100;227.5;226.5;210;111
222;560;H;Phoenix Suns;32;31;37;32;132;5.5;6.5;-250;1
222;561;V;Charlotte Hornets;35;32;23;20;110;228;228;625;112
222;562;H;Utah Jazz;35;29;27;41;132;12.5;12.5;-950;9.5
222;563;V;Washington Wizards;23;26;31;35;127;225.5;229;240;1
222;564;H;Los Angeles Lakers;33;30;23;29;124;7.5;7;-280;111
223;565;V;Atlanta Hawks;27;28;29;27;111;7.5;8;-330;7
223;566;H;Cleveland Cavaliers;28;30;26;28;112;228.5;228;270;111
223;567;V;Detroit Pistons;34;19;26;26;105;208.5;211;155;104.5
223;568;H;Orlando Magic;24;27;14;28;93;1.5;4.5;-175;4
223;569;V;Golden State Warriors;36;19;39;20;114;1.5;4;-170;4
223;570;H;New York Knicks;31;28;26;21;106;215;222;150;108.5
223;571;V;Boston Celtics;31;25;20;31;107;1;2.5;-140;1.5
223;572;H;Dallas Mavericks;34;21;25;30;110;225;222.5;120;113
223;573;V;Sacramento Kings;28;38;30;22;118;242;241.5;210;119.5
223;574;H;Brooklyn Nets;42;30;26;29;127;8.5;5.5;-250;1
223;575;V;Philadelphia 76ers;37;18;24;30;109;1.5;2.5;-145;107.5
223;576;H;Toronto Raptors;18;24;23;37;102;224.5;221.5;125;3
223;577;V;Minnesota Timberwolves;36;26;27;23;112;234;232;500;113
223;578;H;Milwaukee Bucks;38;41;34;26;139;11.5;10;-700;0.5
223;579;V;Portland Trail Blazers;25;32;21;28;106;231;231;210;113
223;580;H;Denver Nuggets;34;23;21;33;111;7;6;-250;4
223;581;V;Washington Wizards;20;35;39;22;116;235.5;235;600;115.5
223;582;H;Los Angeles Clippers;36;36;27;36;135;10;11.5;-900;2
224;501;V;Golden State Warriors;25;31;28;27;111;228.5;230.5;115;113.5
224;502;H;Indiana Pacers;22;36;22;27;107;3.5;2;-135;1
224;503;V;Toronto Raptors;35;21;29;23;108;215.5;213.5;100;2.5
224;504;H;Miami Heat;32;34;26;24;116;2.5;1.5;-120;105
224;505;V;Houston Rockets;17;33;24;22;96;2.5;5.5;-175;3.5
224;506;H;Cleveland Cavaliers;27;21;34;30;112;217.5;221.5;155;107.5
224;507;V;Boston Celtics;27;22;29;34;112;3;1.5;-125;7
224;508;H;Atlanta Hawks;40;32;27;28;127;227.5;221;105;112.5
224;509;V;San Antonio Spurs;21;24;28;26;99;218;1;-110;110
224;510;H;Oklahoma City ThunderCity;28;12;36;26;102;1.5;217.5;-110;0.5
224;511;V;Minnesota Timberwolves;34;24;32;29;126;227;229;160;1
224;512;H;Chicago Bulls;32;36;28;23;133;4.5;4.5;-180;110.5
224;513;V;Detroit Pistons;39;30;27;22;118;222;221.5;550;109
224;514;H;New Orleans Pelicans;33;31;32;32;128;9.5;11.5;-800;9.5
224;515;V;Charlotte Hornets;34;32;31;27;124;225.5;225;350;111
224;516;H;Phoenix Suns;38;29;24;30;121;9.5;9.5;-420;6.5
224;517;V;Los Angeles Lakers;23;24;17;25;89;220.5;218.5;330;107
224;518;H;Utah Jazz;24;39;27;24;114;6.5;9;-400;0.5
225;519;V;Dallas Mavericks;22;21;25;29;97;226;228.5;175;2.5
225;520;H;Philadelphia 76ers;23;36;27;25;111;5.5;4.5;-195;110.5
225;521;V;Orlando Magic;28;19;25;20;92;227.5;229;330;0.5
225;522;H;Brooklyn Nets;24;41;27;37;129;8;8.5;-400;116.5
225;523;V;Sacramento Kings;29;33;32;27;121;223;226;-105;4
225;524;H;New York Knicks;38;39;24;39;140;1.5;1;-115;111.5
225;525;V;Los Angeles Clippers;27;26;22;19;94;7.5;8;-340;7
225;526;H;Memphis Grizzlies;24;37;28;33;122;228;225.5;280;111
225;527;V;Washington Wizards;26;30;32;24;112;237;237.5;290;116
225;528;H;Denver Nuggets;22;32;34;22;110;7;8;-350;6.5
225;529;V;New Orleans Pelicans;31;37;35;22;125;240;241.5;265;119.5
225;530;H;Milwaukee Bucks;35;34;34;26;129;9;7.5;-320;5
226;531;V;Sacramento Kings;35;20;20;35;110;2;1.5;-115;110.5
226;532;H;Detroit Pistons;25;27;28;27;107;224;228;-105;0.5
226;533;V;Indiana Pacers;31;29;24;28;112;218.5;218.5;120;108
226;534;H;Boston Celtics;32;29;31;26;118;4;2.5;-140;1
226;535;V;Houston Rockets;31;28;21;31;111;219;219;235;107.5
226;536;H;Toronto Raptors;30;37;28;27;122;8;6.5;-275;1
226;537;V;Phoenix Suns;26;20;28;32;106;5;6.5;-250;7
226;538;H;Chicago Bulls;26;32;23;16;97;226;225.5;210;115
226;539;V;Los Angeles Clippers;32;31;27;29;119;6;7.5;-320;109.5
226;540;H;Memphis Grizzlies;30;17;25;27;99;226.5;223;265;1
226;541;V;Utah Jazz;30;23;41;22;116;6.5;6.5;-250;6
226;542;H;Miami Heat;26;31;39;28;124;217;220.5;210;112.5
226;543;V;Atlanta Hawks;33;22;25;29;109;3.5;5.5;-210;5
226;544;H;Oklahoma City ThunderCity;31;32;33;22;118;223.5;227;180;110.5
226;545;V;Portland Trail Blazers;29;28;19;17;93;221;222;170;108.5
226;546;H;Los Angeles Lakers;24;30;31;17;102;4.5;4.5;-190;5
226;547;V;Charlotte Hornets;28;23;33;37;121;233;233.5;220;1.5
226;548;H;Golden State Warriors;36;30;37;27;130;6;6.5;-260;113.5
227;549;V;Cleveland Cavaliers;28;28;16;20;112;223.5;220;500;107.5
227;550;H;Philadelphia 76ers;23;24;23;22;109;10.5;11.5;-700;11
227;551;V;New Orleans Pelicans;32;29;22;31;114;4;2;-135;2.5
227;552;H;San Antonio Spurs;33;34;26;24;117;227.5;232.5;115;113
227;553;V;Utah Jazz;22;32;33;37;124;10.5;9.5;-500;5
227;554;H;Orlando Magic;21;29;26;33;109;217.5;221.5;400;113
227;555;V;Minnesota Timberwolves;29;23;29;31;112;235;238;150;115
227;556;H;Washington Wizards;27;27;44;30;128;4;4;-170;2
227;557;V;Indiana Pacers;32;20;26;29;107;1;216.5;-110;0.5
227;558;H;New York Knicks;23;31;27;29;110;216.5;pk;-110;106
227;559;V;Denver Nuggets;38;27;34;27;126;7;6.5;-280;106
227;560;H;Oklahoma City ThunderCity;20;23;26;27;96;225.5;219.5;240;2.5
227;561;V;Dallas Mavericks;38;30;26;21;115;238.5;1;100;115.5
227;562;H;Brooklyn Nets;26;38;18;16;98;4;233.5;-120;0.5
228;563;V;Los Angeles Clippers;23;25;33;19;100;237;232;105;0.5
228;564;H;Milwaukee Bucks;27;26;24;28;105;1.5;1.5;-125;112
228;567;V;New York Knicks;25;23;35;26;109;2;1.5;-115;101.5
228;568;H;Detroit Pistons;20;17;27;26;90;214.5;209.5;-105;3
228;569;V;Atlanta Hawks;21;23;33;22;99;222;225;120;2
228;570;H;Miami Heat;26;28;24;31;109;6.5;2.5;-140;109
228;571;V;Washington Wizards;28;27;21;34;110;231.5;232;210;114.5
228;572;H;Boston Celtics;33;27;19;32;111;5.5;6.5;-250;2.5
228;573;V;Memphis Grizzlies;25;38;32;38;133;3;4;-170;113.5
228;574;H;Houston Rockets;18;19;23;24;84;222;224;150;4
228;575;V;Golden State Warriors;21;23;25;22;91;224;221;125;5.5
228;576;H;Los Angeles Lakers;41;32;26;18;117;5.5;2.5;-145;107
228;577;V;Phoenix Suns;30;23;33;32;118;9;10.5;-600;4.5
228;578;H;Minnesota Timberwolves;26;22;28;23;99;226;224.5;450;114.5
228;579;V;Charlotte Hornets;36;30;22;39;127;239;236.5;150;115.5
228;580;H;Sacramento Kings;39;28;29;30;126;2.5;3.5;-170;2.5
301;501;V;Dallas Mavericks;29;32;34;35;130;6.5;6.5;-275;3.5
301;502;H;Orlando Magic;33;25;28;38;124;226;220;235;108.5
301;503;V;Indiana Pacers;32;23;22;37;114;223.5;223;140;3.5
301;504;H;Philadelphia 76ers;33;39;33;25;130;5.5;3.5;-160;108.5
301;505;V;Utah Jazz;23;41;24;36;124;7.5;7;-280;3
301;506;H;New Orleans Pelicans;26;33;40;30;129;234;237;240;121
301;507;V;Cleveland Cavaliers;34;17;23;27;101;217.5;217;130;105.5
301;508;H;Houston Rockets;29;21;20;20;90;4;3;-150;2
301;509;V;Denver Nuggets;37;25;27;29;118;5;4.5;-180;110
301;510;H;Chicago Bulls;25;30;32;25;112;228.5;225;160;0.5
301;511;V;Brooklyn Nets;27;30;24;27;124;4;4;-170;1.5
301;512;H;San Antonio Spurs;21;33;27;27;113;234.5;233.5;150;114
301;513;V;Charlotte Hornets;33;26;24;28;111;235.5;230;290;111.5
301;514;H;Portland Trail Blazers;27;32;33;31;123;5.5;8;-350;5
302;515;V;Memphis Grizzlies;35;36;25;29;125;1;238.5;100;121.5
302;516;H;Washington Wizards;33;23;22;33;111;237.5;1;-120;5
302;517;V;Atlanta Hawks;23;21;19;31;94;220.5;224;110;107.5
302;518;H;Miami Heat;17;20;29;14;80;4;2;-130;3
302;521;V;Los Angeles Clippers;32;31;26;23;112;4;5;-210;0.5
302;522;H;Boston Celtics;35;27;26;29;117;222.5;221.5;180;109
302;523;V;Denver Nuggets;37;27;35;29;128;235.5;234;270;114
302;524;H;Milwaukee Bucks;23;27;30;17;97;7;8;-330;9
302;525;V;New York Knicks;23;24;21;25;93;216.5;2;-130;1.5
302;526;H;San Antonio Spurs;25;26;36;32;119;2.5;211.5;110;103.5
302;527;V;Phoenix Suns;29;31;26;28;114;217;1.5;-120;110
302;528;H;Los Angeles Lakers;21;32;30;21;104;3;215.5;100;1
303;529;V;Atlanta Hawks;27;15;36;37;115;4.5;3;-150;5
303;530;H;Orlando Magic;39;22;29;22;112;224;220;130;108
303;531;V;Indiana Pacers;28;23;31;32;114;6.5;7;-270;6
303;532;H;Cleveland Cavaliers;28;33;29;21;111;215.5;219;230;106.5
303;533;V;Utah Jazz;34;27;28;29;123;3.5;3.5;-155;118
303;534;H;Philadelphia 76ers;26;26;32;34;131;227.5;230;135;0.5
303;535;V;Brooklyn Nets;30;37;34;31;132;9.5;10.5;-600;2
303;536;H;Houston Rockets;27;27;31;29;114;226.5;226.5;450;111.5
303;537;V;Chicago Bulls;26;38;32;32;128;236;236.5;195;118.5
303;538;H;New Orleans Pelicans;25;20;34;45;124;4.5;6;-230;8.5
303;539;V;Charlotte Hornets;36;26;36;37;135;1;3;-135;116
303;540;H;Minnesota Timberwolves;33;23;20;26;102;229.5;235;115;0.5
303;541;V;Oklahoma City ThunderCity;23;19;19;17;78;222;220;175;107.5
303;542;H;Dallas Mavericks;25;24;26;12;87;8;5;-200;0.5
303;543;V;Los Angeles Lakers;31;30;27;32;120;226.5;223;165;111
303;544;H;Sacramento Kings;23;40;24;36;123;4;4.5;-185;2.5
303;545;V;Golden State Warriors;29;27;24;26;106;235;1;-115;1
303;546;H;Portland Trail Blazers;28;27;27;26;108;pk;233;-105;113.5
303;561;V;Detroit Pistons;43;26;29;31;129;214;210.5;270;104.5
303;562;H;Toronto Raptors;37;23;20;25;105;8;7.5;-330;7
304;547;V;Toronto Raptors;34;36;22;33;125;217.5;220.5;305;108.5
304;548;H;Boston Celtics;31;35;35;31;132;7.5;8;-365;7
304;549;V;Los Angeles Clippers;22;39;26;30;117;6;6.5;-275;1.5
304;550;H;Washington Wizards;25;29;33;32;119;235.5;235;235;115
304;551;V;Denver Nuggets;28;33;21;31;113;4;3.5;-170;111
304;552;H;Indiana Pacers;29;23;22;29;103;226;227.5;150;1
304;553;V;Milwaukee Bucks;31;30;23;28;112;6;6;-240;119.5
304;554;H;Memphis Grizzlies;17;34;33;27;111;235;235.5;200;0.5
304;555;V;Oklahoma City ThunderCity;27;23;31;26;107;218.5;219.5;230;106.5
304;556;H;San Antonio Spurs;24;37;23;18;102;6;7;-270;0.5
304;557;V;Miami Heat;31;24;22;26;103;225;1.5;-130;108.5
304;558;H;New Orleans Pelicans;15;30;25;23;93;3.5;225;110;2
304;559;V;Sacramento Kings;27;29;34;29;119;238;237.5;160;115
304;560;H;Portland Trail Blazers;30;29;30;34;123;5;4.5;-180;2
304;563;V;Detroit Pistons;27;19;28;30;104;211;206;245;0.5
304;564;H;New York Knicks;33;26;34;21;114;5;7.5;-290;101
304;565;V;Golden State Warriors;23;28;22;25;98;223;220;550;108
304;566;H;Phoenix Suns;34;28;25;33;120;5;12.5;-800;5
310;501;V;Washington Wizards;26;36;23;27;112;236;237.5;140;117
310;502;H;Memphis Grizzlies;35;32;27;33;127;2;3;-160;0.5
310;503;V;San Antonio Spurs;32;27;27;18;104;219.5;226.5;160;114.5
310;504;H;Dallas Mavericks;27;25;35;28;115;5;4.5;-180;5
311;505;V;Detroit Pistons;22;17;33;30;102;221.5;225.5;170;0.5
311;506;H;Charlotte Hornets;30;18;25;32;105;5.5;4.5;-190;109
311;507;V;Boston Celtics;29;26;31;23;109;234;232;120;118
311;508;H;Brooklyn Nets;23;35;30;33;121;3.5;2.5;-140;1.5
311;509;V;Atlanta Hawks;37;27;20;37;121;2;3;-145;0.5
311;510;H;Toronto Raptors;26;33;35;26;120;227.5;226.5;125;113.5
311;511;V;Orlando Magic;32;26;24;21;103;214.5;210.5;350;109
311;512;H;Miami Heat;30;33;19;29;111;6.5;9;-420;3.5
311;513;V;Philadelphia 76ers;30;34;33;30;127;228.5;229;140;111.5
311;514;H;Chicago Bulls;23;34;28;20;105;3.5;3.5;-160;4
311;515;V;Minnesota Timberwolves;27;40;38;30;135;238;237.5;300;117.5
311;516;H;New Orleans Pelicans;34;26;22;23;105;8.5;8;-360;8.5
311;517;V;New York Knicks;27;24;27;23;101;224.5;222.5;475;109.5
311;518;H;Milwaukee Bucks;32;36;29;37;134;10.5;11;-650;1.5
311;519;V;Dallas Mavericks;19;28;27;34;108;6.5;2;-135;5
311;520;H;Oklahoma City ThunderCity;35;27;27;27;116;218.5;215.5;115;104.5
311;521;V;Golden State Warriors;26;17;25;36;104;231.5;229.5;240;110.5
311;522;H;Los Angeles Clippers;28;31;45;26;130;7.5;7;-280;0.5
311;523;V;Houston Rockets;33;18;30;24;105;227.5;231;180;0.5
311;524;H;Sacramento Kings;35;30;30;30;125;4.5;6.5;-210;113.5
311;525;V;Phoenix Suns;30;30;30;37;127;4;4.5;-180;3
311;526;H;Portland Trail Blazers;33;27;34;27;121;226.5;227;160;116
312;527;V;Cleveland Cavaliers;29;19;9;25;82;228.5;225.5;240;2.5
312;528;H;New Orleans Pelicans;34;35;24;23;116;7.5;6.5;-280;111
312;529;V;Philadelphia 76ers;32;31;31;33;127;5;3;-155;116.5
312;530;H;Washington Wizards;15;38;23;25;101;234.5;239.5;135;1
312;531;V;Denver Nuggets;26;27;28;22;103;2.5;2.5;-150;3
312;532;H;Memphis Grizzlies;31;24;22;25;102;226;228.5;130;110.5
312;533;V;Orlando Magic;29;10;25;13;77;219.5;214.5;265;108.5
312;534;H;San Antonio Spurs;16;31;27;30;104;7;7.5;-320;2
312;535;V;Miami Heat;29;13;28;31;101;2.5;2;-130;2
312;536;H;Chicago Bulls;21;21;26;22;90;220.5;222.5;110;106.5
312;537;V;Houston Rockets;27;21;31;20;99;226.5;229.5;1500;112.5
312;538;H;Utah Jazz;36;29;27;22;114;15.5;19;-5000;6
312;539;V;Indiana Pacers;28;26;25;21;100;217;220.5;170;106.5
312;540;H;Los Angeles Lakers;20;26;25;34;105;5;5;-190;5
313;541;V;New York Knicks;22;34;32;31;119;5.5;4.5;-175;2
313;542;H;Oklahoma City ThunderCity;31;23;24;19;97;213.5;208.5;155;103
313;543;V;Detroit Pistons;22;24;20;29;95;229;225.5;500;109
313;544;H;Brooklyn Nets;26;25;27;22;100;11.5;11;-700;5
313;545;V;Milwaukee Bucks;36;28;30;31;125;11;13;-1000;9
313;546;H;Washington Wizards;33;32;30;24;119;239.5;236;650;121
313;547;V;Toronto Raptors;24;28;21;31;104;227.5;234;120;3.5
313;548;H;Charlotte Hornets;44;23;31;16;114;2;2.5;-140;115
313;549;V;Sacramento Kings;33;18;30;25;106;239;239;170;1.5
313;550;H;Atlanta Hawks;22;39;37;23;121;5;4;-190;116
313;551;V;Portland Trail Blazers;33;33;27;32;125;4.5;5;-210;0.5
