Date;Rot;VH;Team;1st;2nd;3rd;4th;Final;Open;Close;ML;2H
1211;520;H;Sacramento Kings;23;15;31;25;94;1;1.5;-125;3.5
1211;521;V;New York Knicks;30;38;19;25;124;210.5;211;175;102
1211;522;H;Golden State Warriors;20;30;30;32;122;4.5;5;-210;7.5
1212;523;V;Philadelphia 76ers;28;28;25;34;115;210;212.5;-105;0.5
1212;524;H;Boston Celtics;34;25;21;29;109;1.5;1;-115;110.5
1212;525;V;Cleveland Cavaliers;28;25;25;25;117;219.5;218.5;600;113
1212;526;H;San Antonio Spurs;19;24;25;35;109;10;11.5;-900;11.5
1212;527;V;Dallas Mavericks;34;31;30;27;122;5;6.5;-310;2
1212;528;H;Detroit Pistons;29;29;27;26;111;220.5;217.5;250;106.5
1212;529;V;Portland Trail Blazers;26;27;25;21;99;214;216.5;260;107.5
1212;530;H;Denver Nuggets;33;29;27;25;114;5.5;7.5;-330;1
1213;531;V;Houston Rockets;28;34;34;34;130;6;6.5;-275;2
1213;532;H;Orlando Magic;22;33;23;29;107;222;220.5;225;107.5
1213;533;V;New Orleans Pelicans;25;32;25;27;109;222.5;222;250;108
1213;534;H;Philadelphia 76ers;39;23;30;24;116;8;7;-310;3
1213;535;V;Indiana Pacers;29;34;23;24;110;6;6;-265;109
1213;536;H;Atlanta Hawks;22;26;35;17;100;222.5;224.5;215;1.5
1213;537;V;Milwaukee Bucks;35;29;26;37;127;11.5;12.5;-1100;7.5
1213;538;H;Memphis Grizzlies;29;33;33;19;114;228.5;229;700;118.5
1213;539;V;Los Angeles Lakers;30;21;37;25;113;5;5.5;-240;6
1213;540;H;Miami Heat;29;30;26;25;110;214;211.5;190;104
1213;541;V;Los Angeles Clippers;33;32;37;22;124;5.5;4.5;-200;0.5
1213;542;H;Minnesota Timberwolves;29;29;23;36;117;231.5;228;170;111.5
1213;543;V;Charlotte Hornets;24;20;15;24;83;214;213.5;230;103.5
1213;544;H;Chicago Bulls;15;25;10;23;73;5.5;7;-280;6
1213;545;V;New York Knicks;20;25;27;31;103;207.5;210.5;330;101.5
1213;546;H;Sacramento Kings;32;22;26;21;101;8;9;-430;2.5
1213;547;V;Golden State Warriors;29;27;28;22;106;210.5;211;800;104
1213;548;H;Utah Jazz;22;27;37;28;114;12;14;-1400;11.5
1214;549;V;San Antonio Spurs;28;16;34;31;121;1;2;-125;2
1214;550;H;Phoenix Suns;18;30;32;29;119;225;220.5;105;112.5
1214;551;V;Brooklyn Nets;31;29;23;19;102;219.5;218.5;255;112.5
1214;552;H;Toronto Raptors;38;27;25;20;110;7.5;7;-320;2.5
1214;553;V;Los Angeles Clippers;29;28;22;27;106;4.5;3;-155;1.5
1214;554;H;Chicago Bulls;24;31;29;25;109;219.5;214;135;105
1214;555;V;Washington Wizards;30;24;30;27;111;1;236.5;105;4
1214;556;H;Memphis Grizzlies;35;34;35;24;128;236.5;1.5;-125;116.5
1214;557;V;Miami Heat;37;36;18;21;122;215.5;216.5;325;104
1214;558;H;Dallas Mavericks;23;27;31;31;118;7;8.5;-425;8
1214;559;V;Cleveland Cavaliers;20;31;28;29;108;226;223;850;114
1214;560;H;Milwaukee Bucks;26;43;33;23;125;13;14;-1500;3.5
1214;561;V;Detroit Pistons;30;32;26;27;115;230;225.5;260;110
1214;562;H;Houston Rockets;32;20;23;32;107;8.5;7.5;-330;8
1214;563;V;Oklahoma City Thunder;20;29;19;34;102;205.5;204.5;210;100.5
1214;564;H;Denver Nuggets;27;25;30;28;110;7;6;-260;2.5
1215;565;V;Orlando Magic;24;34;41;31;130;218.5;216.5;-110;106.5
1215;566;H;New Orleans Pelicans;30;27;27;35;119;1.5;pk;-110;pk
1215;567;V;Charlotte Hornets;20;24;22;19;85;210;210;550;102
1215;568;H;Indiana Pacers;33;26;13;35;107;11;11.5;-800;2.5
1215;569;V;Philadelphia 76ers;23;20;23;23;89;4.5;3.5;-170;6.5
1215;570;H;Brooklyn Nets;28;29;26;26;109;217.5;220;145;113
1215;571;V;Los Angeles Lakers;24;31;27;19;101;12;12;-850;4.5
1215;572;H;Atlanta Hawks;25;23;30;18;96;226.5;229;575;111.5
1215;573;V;New York Knicks;22;29;33;21;105;205;208.5;500;102
1215;574;H;Denver Nuggets;33;34;20;24;111;11;10.5;-700;1.5
1215;575;V;Sacramento Kings;26;25;28;21;100;3.5;4.5;-200;102
1215;576;H;Golden State Warriors;18;24;17;20;79;210.5;209.5;170;pk
1216;577;V;Washington Wizards;43;24;29;37;133;230;232;120;113.5
1216;578;H;Detroit Pistons;31;30;30;28;119;4.5;2.5;-140;2.5
1216;579;V;Cleveland Cavaliers;29;25;30;29;113;216;216.5;750;110.5
1216;580;H;Toronto Raptors;37;29;38;29;133;13;13;-1200;4
1216;581;V;Chicago Bulls;37;31;22;16;106;206.5;208.5;190;102
1216;582;H;Oklahoma City Thunder;16;33;33;27;109;5;5.5;-240;8
1216;583;V;Miami Heat;32;26;28;25;111;5;2.5;-145;5.5
1216;584;H;Memphis Grizzlies;36;37;22;23;118;218.5;217;125;106.5
1216;585;V;San Antonio Spurs;35;37;17;18;107;231.5;232;450;119
1216;586;H;Houston Rockets;21;32;30;26;109;10;10.5;-650;10.5
1216;587;V;Dallas Mavericks;36;23;27;34;120;227;227.5;525;111.5
1216;588;H;Milwaukee Bucks;22;34;20;40;116;11;10.5;-750;9.5
1216;589;V;Portland Trail Blazers;25;34;31;21;111;1.5;2.5;-135;4
1216;590;H;Phoenix Suns;33;34;21;22;110;227.5;227;115;111.5
1217;501;V;Sacramento Kings;21;26;32;23;102;5.5;5;-220;4.5
1217;502;H;Charlotte Hornets;26;27;27;30;110;207;208;180;102
1217;503;V;Los Angeles Lakers;28;24;24;26;102;3;1;-120;104
1217;504;H;Indiana Pacers;24;26;28;27;105;211;213;100;0.5
1217;505;V;Atlanta Hawks;27;26;31;36;120;220.5;226;110;5.5
1217;506;H;New York Knicks;41;36;32;34;143;pk;2;-130;109
1217;507;V;Brooklyn Nets;21;21;19;32;108;1;2;-135;116
1217;508;H;New Orleans Pelicans;21;14;29;29;101;230.5;227.5;115;0.5
1217;509;V;Orlando Magic;20;27;24;31;102;207.5;208;230;102
1217;510;H;Utah Jazz;26;32;24;27;109;5.5;6.5;-280;0.5
1217;511;V;Phoenix Suns;23;21;25;30;99;226.5;225;850;115
1217;512;H;Los Angeles Clippers;31;23;36;30;120;12.5;15;-1500;5.5
1218;513;V;Chicago Bulls;23;29;21;25;110;230.5;230;-105;2
1218;514;H;Washington Wizards;27;31;27;13;109;1;1;-115;112
1218;515;V;Toronto Raptors;30;40;26;16;112;3.5;2.5;-145;107
1218;516;H;Detroit Pistons;29;35;15;20;99;217;217;125;1
1218;517;V;Charlotte Hornets;21;20;23;34;98;213.5;211;125;2.5
1218;518;H;Cleveland Cavaliers;29;24;23;24;100;2.5;3;-145;102
1218;519;V;Miami Heat;19;37;26;26;108;213;208.5;290;102.5
1218;520;H;Philadelphia 76ers;29;19;26;30;104;6.5;8;-380;7
1218;521;V;New Orleans Pelicans;32;31;24;20;107;231.5;229.5;145;113.5
1218;522;H;Minnesota Timberwolves;25;25;22;27;99;7;3.5;-170;5.5
1218;523;V;Memphis Grizzlies;32;36;32;22;122;217.5;219.5;230;113.5
1218;524;H;Oklahoma City Thunder;27;32;34;33;126;6;6.5;-280;5.5
1218;525;V;Boston Celtics;29;21;26;33;109;1;2;-130;2
1218;526;H;Dallas Mavericks;29;26;18;30;103;218.5;215.5;110;111.5
1218;527;V;Orlando Magic;32;28;16;28;104;203;205;375;100.5
1218;528;H;Denver Nuggets;27;18;39;29;113;9;9;-500;9.5
1218;529;V;Golden State Warriors;29;37;26;20;112;219;221.5;375;110
1218;530;H;Portland Trail Blazers;40;27;30;25;122;9;9;-500;5.5
1219;531;V;Utah Jazz;28;24;31;28;111;6.5;6.5;-280;6.5
1219;532;H;Atlanta Hawks;30;26;28;22;106;224;224.5;230;114.5
1219;533;V;Los Angeles Lakers;17;29;35;23;104;225;227;140;4
1219;534;H;Milwaukee Bucks;23;42;24;22;111;4.5;3.5;-160;110
1219;535;V;Brooklyn Nets;33;23;25;24;105;219;219.5;160;113.5
1219;536;H;San Antonio Spurs;27;23;33;35;118;3;4;-190;3.5
1219;537;V;Houston Rockets;27;27;36;32;122;233;235.5;180;2.5
1219;538;H;Los Angeles Clippers;28;41;18;30;117;5.5;;-220;115
1220;539;V;Sacramento Kings;32;25;22;26;105;206.5;209.5;180;1
1220;540;H;Indiana Pacers;30;38;24;27;119;5;5;-220;102
1220;541;V;Memphis Grizzlies;27;24;36;20;107;2;2.5;-140;2
1220;542;H;Cleveland Cavaliers;25;30;26;33;114;224;222.5;120;114.5
1220;543;V;Washington Wizards;23;29;33;33;118;230;229.5;220;1.5
1220;544;H;Toronto Raptors;40;28;28;26;122;6;6.5;-270;110.5
1220;545;V;Detroit Pistons;26;22;21;24;93;215;211;350;103
1220;546;H;Boston Celtics;28;32;31;23;114;7.5;9;-450;1.5
1220;547;V;New York Knicks;20;27;27;40;114;214;216.5;400;1.5
1220;548;H;Miami Heat;39;31;28;31;129;11;9;-550;104.5
1220;549;V;Phoenix Suns;23;27;41;17;108;218;224.5;130;114.5
1220;550;H;Oklahoma City Thunder;26;31;44;25;126;4;3;-150;pk
1220;551;V;Dallas Mavericks;35;28;25;29;117;213.5;212;325;105
1220;552;H;Philadelphia 76ers;28;29;20;21;98;7.5;8.5;-425;9
1220;553;V;Minnesota Timberwolves;20;31;24;25;100;216;215.5;525;104.5
1220;554;H;Denver Nuggets;33;28;21;27;109;10;11;-750;2.5
1220;555;V;Orlando Magic;13;31;31;28;103;216;218.5;145;2.5
1220;556;H;Portland Trail Blazers;31;26;36;25;118;3.5;3.5;-170;107
1220;557;V;New Orleans Pelicans;16;28;37;21;102;1;2;-130;5
1220;558;H;Golden State Warriors;31;25;22;28;106;224;221.5;110;108
1221;559;V;Utah Jazz;31;25;28;30;114;6;7;-300;6.5
1221;560;H;Charlotte Hornets;33;31;22;21;107;210;208;240;108
1221;561;V;Atlanta Hawks;34;39;25;14;112;227.5;231.5;270;113.5
1221;562;H;Brooklyn Nets;34;26;25;37;122;6.5;7.5;-340;7.5
1221;563;V;Washington Wizards;25;28;27;28;108;230;227;700;110
1221;564;H;Philadelphia 76ers;32;33;23;37;125;12;12.5;-1100;4
1221;565;V;Chicago Bulls;25;28;40;26;119;213;1.5;-125;2.5
1221;566;H;Detroit Pistons;28;31;30;18;107;2.5;209;105;102.5
1221;567;V;Milwaukee Bucks;37;31;27;28;123;12.5;13;-1200;3
1221;568;H;New York Knicks;23;31;16;32;102;227;227;750;116.5
1221;569;V;Sacramento Kings;21;29;28;37;115;1.5;2;-135;4
1221;570;H;Memphis Grizzlies;23;37;31;28;119;217.5;221.5;115;108
1221;571;V;Los Angeles Clippers;33;39;38;24;134;6;7.5;-310;110
1221;572;H;San Antonio Spurs;31;30;22;26;109;223;225.5;250;pk
1221;573;V;Houston Rockets;36;34;36;33;139;5.5;8.5;-425;4
1221;574;H;Phoenix Suns;35;30;30;30;125;235;234.5;325;114
1221;575;V;Minnesota Timberwolves;23;29;28;26;106;231.5;227.5;230;110.5
1221;576;H;Portland Trail Blazers;27;34;22;30;113;6.5;7;-280;1
1222;577;V;Dallas Mavericks;17;34;35;21;107;217;218;105;107
1222;578;H;Toronto Raptors;20;22;21;47;110;2.5;1.5;-125;3.5
1222;579;V;Charlotte Hornets;37;19;21;16;93;209.5;210;650;103
1222;580;H;Boston Celtics;30;29;25;35;119;13;12;-1000;6.5
1222;581;V;Indiana Pacers;22;33;18;16;89;219.5;220.5;310;109
1222;582;H;Milwaukee Bucks;21;38;24;34;117;7;8.5;-410;4.5
1222;583;V;Los Angeles Clippers;33;30;26;23;112;1;223.5;100;109.5
1222;584;H;Oklahoma City Thunder;27;30;29;32;118;222;1;-120;2
1222;585;V;Denver Nuggets;23;32;36;37;128;209;208;120;pk
1222;586;H;Los Angeles Lakers;28;25;25;26;104;7.5;2.5;-140;101
1223;501;V;Philadelphia 76ers;30;30;34;31;125;6;6.5;-275;1
1223;502;H;Detroit Pistons;23;29;34;23;109;214;215;225;109.5
1223;503;V;Toronto Raptors;19;25;35;28;115;209.5;210.5;195;0.5
1223;504;H;Indiana Pacers;30;24;24;29;120;6;5;-245;101.5
1223;505;V;Chicago Bulls;28;26;27;14;95;209;205.5;170;101
1223;506;H;Orlando Magic;28;23;32;20;103;3;5;-200;4.5
1223;507;V;Washington Wizards;32;31;31;27;121;234.5;227.5;145;110.5
1223;508;H;New York Knicks;37;27;27;24;115;pk;3.5;-170;2.5
1223;509;V;Atlanta Hawks;32;32;30;24;118;228.5;2;-130;3
1223;510;H;Cleveland Cavaliers;42;29;23;27;121;2;229.5;110;112
1223;511;V;Utah Jazz;28;24;29;23;104;212;213.5;160;111
1223;512;H;Miami Heat;32;21;23;31;107;4.5;4.5;-190;2.5
1223;513;V;San Antonio Spurs;46;26;36;37;145;1;1;-115;117
1223;514;H;Memphis Grizzlies;31;30;28;26;115;226.5;228.5;-105;2.5
1223;515;V;Denver Nuggets;34;22;26;31;113;3.5;2.5;-140;107
1223;516;H;Phoenix Suns;22;27;32;30;111;216;218.5;120;pk
1223;517;V;Houston Rockets;37;28;32;16;113;5;6;-270;1
1223;518;H;Sacramento Kings;21;36;22;25;104;228;230;220;111
1223;519;V;New Orleans Pelicans;31;23;28;20;102;228.5;229.5;200;112
1223;520;H;Portland Trail Blazers;31;25;21;17;94;6.5;6;-250;3
1223;521;V;Minnesota Timberwolves;22;21;24;37;104;2;222;-105;3.5
1223;522;H;Golden State Warriors;22;35;27;29;113;221;1;-115;107
1225;523;V;Boston Celtics;28;27;33;30;118;2.5;4;-185;110.5
1225;524;H;Toronto Raptors;19;28;22;33;102;213;213.5;155;1
1225;525;V;Milwaukee Bucks;30;18;25;36;109;2;3;-150;7.5
1225;526;H;Philadelphia 76ers;38;31;31;21;121;220;221;130;113.5
1225;527;V;Houston Rockets;29;39;19;17;104;11;11.5;-800;6
1225;528;H;Golden State Warriors;28;36;28;24;116;226.5;230;550;113
1225;529;V;Los Angeles Clippers;31;20;35;25;111;224.5;223;120;4.5
1225;530;H;Los Angeles Lakers;33;30;23;20;106;2;2.5;-140;109.5
1225;531;V;New Orleans Pelicans;29;29;26;28;112;218.5;216;375;106
1225;532;H;Denver Nuggets;26;29;25;20;100;9.5;9;-500;7.5
1226;533;V;Washington Wizards;23;25;28;26;102;231;228;230;2.5
1226;534;H;Detroit Pistons;31;37;38;26;132;6;6.5;-280;110.5
1226;535;V;Memphis Grizzlies;23;26;37;24;110;224;224;215;114.5
1226;536;H;Oklahoma City Thunder;18;29;27;23;97;6.5;6;-265;5
1226;537;V;New York Knicks;24;22;33;15;94;221;226;270;110.5
1226;538;H;Brooklyn Nets;15;26;20;21;82;7;7;-340;7.5
1226;539;V;San Antonio Spurs;24;23;27;24;98;226.5;226.5;280;116
1226;540;H;Dallas Mavericks;20;32;27;23;102;5.5;8;-360;3.5
1226;541;V;Minnesota Timberwolves;21;29;21;19;105;222.5;220;240;106.5
1226;542;H;Sacramento Kings;26;22;31;11;104;4;7;-300;5
1226;543;V;Portland Trail Blazers;22;30;24;39;115;220;222;190;108.5
1226;544;H;Utah Jazz;37;25;34;25;121;6;5.5;-240;pk
1227;545;V;Cleveland Cavaliers;22;25;34;36;117;216;215.5;800;110
1227;546;H;Boston Celtics;33;29;30;37;129;13.5;14;-1400;4
1227;547;V;Philadelphia 76ers;21;26;21;29;97;4;4;-185;2.5
1227;548;H;Orlando Magic;19;27;25;27;98;209;210;155;107.5
1227;549;V;Oklahoma City Thunder;26;27;19;22;104;3;1;-115;101
1227;550;H;Charlotte Hornets;18;25;22;29;102;210;208;-105;3
1227;551;V;Milwaukee Bucks;32;31;21;28;112;12;7.5;-350;117
1227;552;H;Atlanta Hawks;19;21;23;23;86;238;235.5;275;0.5
1227;553;V;Indiana Pacers;27;28;27;30;112;211.5;211.5;175;104
1227;554;H;Miami Heat;25;33;26;29;113;4.5;5;-210;3
1227;555;V;Phoenix Suns;29;22;27;18;96;3;3.5;-170;114.5
1227;556;H;Golden State Warriors;25;18;23;39;105;222;225;145;pk
1228;557;V;Memphis Grizzlies;11;28;29;42;110;216.5;218.5;375;112
1228;558;H;Denver Nuggets;26;24;32;37;119;10;9;-500;2.5
1228;559;V;Indiana Pacers;32;13;23;30;98;1;218;105;105.5
1228;560;H;New Orleans Pelicans;19;29;38;34;120;219;1.5;-125;0.5
1228;561;V;Toronto Raptors;36;23;30;24;113;216.5;216;260;107.5
1228;562;H;Boston Celtics;25;29;25;18;97;6.5;7.5;-330;7
1228;563;V;Philadelphia 76ers;33;26;20;29;116;213;212.5;100;110
1228;564;H;Miami Heat;28;26;31;23;117;1;1.5;-120;1
1228;565;V;New York Knicks;33;26;27;21;107;1.5;3;-160;3
1228;566;H;Washington Wizards;23;35;20;22;100;230.5;228.5;140;111.5
1228;567;V;Cleveland Cavaliers;27;22;18;27;94;222;217;230;111.5
1228;568;H;Minnesota Timberwolves;21;22;17;28;88;6.5;6.5;-280;5
1228;569;V;Brooklyn Nets;20;34;25;19;98;233;234.5;375;119.5
1228;570;H;Houston Rockets;42;21;25;20;108;10;9;-500;2.5
1228;571;V;Atlanta Hawks;19;24;22;16;81;219;217;425;0.5
1228;572;H;Chicago Bulls;35;29;19;33;116;10.5;9.5;-600;105
1228;573;V;Orlando Magic;25;21;28;26;100;216;216.5;220;106
1228;574;H;Milwaukee Bucks;37;19;22;33;111;11;6;-270;pk
1228;575;V;Dallas Mavericks;41;31;45;24;141;10.5;11;-700;8
1228;576;H;Golden State Warriors;41;33;24;23;121;218;218;500;108
1228;577;V;Detroit Pistons;28;27;25;29;109;222.5;222.5;180;108
1228;578;H;San Antonio Spurs;30;29;42;35;136;4.5;5;-220;1.5
1228;579;V;Phoenix Suns;31;28;22;31;112;222.5;217;120;111
1228;580;H;Sacramento Kings;30;19;28;33;110;2;2.5;-140;4.5
1228;581;V;Los Angeles Lakers;34;37;32;25;128;4;5;-240;0.5
1228;582;H;Portland Trail Blazers;32;32;31;25;120;223.5;223;190;108.5
1228;583;V;Utah Jazz;22;39;32;27;120;220;221.5;280;115
1228;584;H;Los Angeles Clippers;32;31;29;15;107;9;7.5;-360;4
1229;501;V;Oklahoma City Thunder;22;25;29;22;98;212.5;209.5;160;103
1229;502;H;Toronto Raptors;20;27;33;17;97;2.5;4.5;-190;3.5
1229;503;V;Houston Rockets;37;27;29;19;112;4.5;223.5;180;109
1229;504;H;New Orleans Pelicans;36;28;22;41;127;231.5;5;-220;4
1229;505;V;Charlotte Hornets;20;26;29;29;104;217.5;219.5;125;1.5
1229;506;H;Memphis Grizzlies;31;25;30;31;117;3;2.5;-145;107
1229;507;V;Sacramento Kings;32;25;24;34;115;207;208;275;101.5
1229;508;H;Denver Nuggets;31;31;26;32;120;10;7.5;-350;3
1229;509;V;Dallas Mavericks;19;24;26;26;95;220;224.5;175;0.5
1229;510;H;Los Angeles Lakers;25;29;30;24;108;4.5;5;-210;109.5
1230;511;V;Atlanta Hawks;25;22;27;27;101;214;209.5;500;101.5
1230;512;H;Orlando Magic;21;36;15;21;93;11.5;10.5;-700;3.5
1230;513;V;Miami Heat;39;24;18;24;105;9;11;-750;11
1230;514;H;Washington Wizards;29;42;19;33;123;227;224.5;525;109.5
1230;515;V;Brooklyn Nets;29;21;30;23;115;1;4.5;-200;3
1230;516;H;Minnesota Timberwolves;27;22;25;29;122;220;216.5;170;111
1230;517;V;Milwaukee Bucks;31;24;40;28;123;5.5;8.5;-450;5
1230;518;H;Chicago Bulls;20;32;25;25;102;216;220;350;113
1230;519;V;Detroit Pistons;21;19;18;23;81;218;217.5;375;106.5
1230;520;H;Utah Jazz;19;20;29;36;104;9;9.5;-500;7
1230;521;V;Phoenix Suns;19;36;28;39;122;231;232.5;145;1
1230;522;H;Portland Trail Blazers;38;26;25;27;116;4;4;-170;120
1231;523;V;Boston Celtics;24;26;30;29;109;6.5;7.5;-400;2.5
1231;524;H;Charlotte Hornets;18;25;30;19;92;208.5;210.5;300;108
1231;525;V;Philadelphia 76ers;27;16;23;31;97;1;212.5;135;4.5
1231;526;H;Indiana Pacers;29;38;29;19;115;211.5;3.5;-155;108
1231;527;V;Los Angeles Clippers;28;29;31;17;105;7;6.5;-280;107
1231;528;H;Sacramento Kings;23;17;33;14;87;221;220;230;2
1231;529;V;Golden State Warriors;32;23;20;25;113;220;217;525;106.5
1231;530;H;San Antonio Spurs;25;28;24;23;117;9;11;-750;9
1231;531;V;Cleveland Cavaliers;25;18;26;28;97;217;217.5;350;1
1231;532;H;Toronto Raptors;27;32;27;31;117;9.5;8;-450;111.5
1231;533;V;Denver Nuggets;26;26;37;15;104;220;225;230;2.5
1231;534;H;Houston Rockets;38;31;23;38;130;2;6.5;-280;109
1231;535;V;Dallas Mavericks;32;19;27;23;101;1.5;2.5;-145;1
1231;536;H;Oklahoma City Thunder;20;30;27;29;106;218;217;125;106
101;537;V;Orlando Magic;31;31;32;28;122;4;3.5;-170;109
101;538;H;Washington Wizards;29;29;25;18;101;215.5;222.5;145;pk
101;539;V;Portland Trail Blazers;27;21;29;16;93;4;4;-180;4
101;540;H;New York Knicks;25;26;32;34;117;222;226;150;110
101;541;V;Minnesota Timberwolves;23;28;20;33;104;224;221;1500;108
101;542;H;Milwaukee Bucks;19;33;25;29;106;18.5;18;-5000;11.5
101;543;V;Phoenix Suns;17;24;38;28;107;226.5;225.5;525;2
101;544;H;Los Angeles Lakers;43;31;27;16;117;11.5;11;-750;114
102;545;V;Charlotte Hornets;31;21;30;27;109;210;212;110;1.5
102;546;H;Cleveland Cavaliers;29;30;26;21;106;2;2;-130;104
102;547;V;Denver Nuggets;27;35;30;32;124;209.5;1;-115;0.5
102;548;H;Indiana Pacers;37;27;24;28;116;1;208;-105;102.5
102;549;V;Toronto Raptors;20;19;21;16;76;215;214;180;104
102;550;H;Miami Heat;18;24;21;21;84;6;5.5;-220;2.5
102;551;V;Golden State Warriors;19;22;26;17;84;219;211.5;130;3.5
102;552;H;Minnesota Timberwolves;34;24;23;18;99;4;3;-150;102.5
102;553;V;Utah Jazz;25;22;29;26;102;3.5;3.5;-170;2.5
102;554;H;Chicago Bulls;22;29;19;28;98;210.5;208;145;107.5
102;555;V;Oklahoma City Thunder;27;19;28;35;109;219;216.5;115;1.5
102;556;H;San Antonio Spurs;27;28;21;27;103;1;2.5;-135;106
102;557;V;Brooklyn Nets;30;35;28;18;111;220.5;223;280;114.5
102;558;H;Dallas Mavericks;31;29;33;30;123;8.5;8;-360;7.5
102;559;V;Memphis Grizzlies;42;18;37;26;123;222.5;224.5;170;115
102;560;H;Sacramento Kings;26;37;27;38;128;3.5;4.5;-200;2
102;561;V;Detroit Pistons;33;30;16;33;112;223;223;650;109.5
102;562;H;Los Angeles Clippers;30;39;37;20;126;13.5;12.5;-1000;6.5
103;563;V;Miami Heat;22;22;35;6;85;1.5;206.5;100;3.5
103;564;H;Orlando Magic;27;29;28;21;105;207.5;1;-120;100.5
103;565;V;Atlanta Hawks;32;23;25;26;106;223.5;224.5;450;110.5
103;566;H;Boston Celtics;19;34;29;27;109;11.5;10.5;-650;8
103;567;V;Portland Trail Blazers;27;39;25;31;122;5.5;7.5;-340;2
103;568;H;Washington Wizards;31;27;20;25;103;236;232.5;270;113
103;569;V;Philadelphia 76ers;27;26;31;24;108;224;227.5;160;116
103;570;H;Houston Rockets;20;40;36;22;118;4;4.5;-190;pk
103;571;V;New York Knicks;37;24;26;25;112;224;224.5;240;109
103;572;H;Phoenix Suns;29;22;32;37;120;5.5;7;-300;6
103;573;V;New Orleans Pelicans;30;32;21;30;113;221;225.5;425;111.5
103;574;H;Los Angeles Lakers;42;32;31;18;123;11;10;-600;2
104;501;V;Memphis Grizzlies;40;25;39;36;140;230.5;231;450;121
104;502;H;Los Angeles Clippers;27;30;23;34;114;11;10;-650;10.5
104;503;V;Toronto Raptors;24;24;35;38;121;216;216.5;110;0.5
104;504;H;Brooklyn Nets;33;19;28;22;102;1;2;-130;106
104;505;V;Utah Jazz;33;19;24;33;109;3.5;4;-170;0.5
104;506;H;Orlando Magic;25;22;28;21;96;207.5;206.5;145;106
104;507;V;Oklahoma City Thunder;34;32;25;30;121;6;6.5;-300;104
104;508;H;Cleveland Cavaliers;27;26;26;27;106;212.5;214;240;0.5
104;509;V;Indiana Pacers;26;34;35;16;111;6;7;-320;6
104;510;H;Atlanta Hawks;43;21;32;20;116;222;220.5;255;108.5
104;511;V;Boston Celtics;30;25;30;26;111;1.5;208;-105;107.5
104;512;H;Chicago Bulls;28;24;21;31;104;209.5;1;-115;pk
104;513;V;Denver Nuggets;19;36;35;24;114;11.5;13;-1000;11.5
104;514;H;Washington Wizards;31;30;34;33;128;223.5;221;650;108.5
104;515;V;Charlotte Hornets;32;25;23;23;123;216;217.5;550;107
104;516;H;Dallas Mavericks;20;24;40;19;120;12;11.5;-800;10.5
104;517;V;San Antonio Spurs;31;35;25;27;118;228.5;228;600;117.5
104;518;H;Milwaukee Bucks;29;42;32;24;127;12;12;-900;5.5
104;519;V;Detroit Pistons;25;31;27;28;111;3.5;3;-150;2
104;520;H;Golden State Warriors;23;36;21;24;104;215.5;213.5;130;104
104;521;V;New Orleans Pelicans;25;27;24;41;117;223.5;225.5;120;109.5
104;522;H;Sacramento Kings;26;22;32;35;115;2;2.5;-140;2
105;523;V;New York Knicks;45;24;31;32;132;222.5;221;400;109
105;524;H;Los Angeles Clippers;29;47;38;21;135;9;9.5;-550;4
105;525;V;Portland Trail Blazers;19;27;35;30;111;221;215.5;185;2.5
105;526;H;Miami Heat;31;34;29;28;122;6;5;-230;104.5
105;527;V;Minnesota Timberwolves;24;42;28;24;118;3;6;-260;107
105;528;H;Cleveland Cavaliers;20;28;31;24;103;215.5;217.5;210;2.5
105;529;V;Memphis Grizzlies;27;35;34;25;121;232;236;240;121.5
105;530;H;Phoenix Suns;31;26;20;37;114;6;7;-300;6.5
105;531;V;Detroit Pistons;22;25;32;20;99;221;220;1000;107.5
105;532;H;Los Angeles Lakers;23;33;19;31;106;15;14.5;-2000;5.5
106;533;V;Brooklyn Nets;22;17;32;18;89;211;212.5;180;1.5
106;534;H;Orlando Magic;20;32;23;26;101;4.5;5;-220;108.5
106;535;V;Indiana Pacers;27;15;37;36;115;5;6.5;-265;5.5
106;536;H;Charlotte Hornets;29;15;21;39;104;209.5;209;215;103
106;537;V;Boston Celtics;17;23;32;22;94;8;8.5;-440;9.5
106;538;H;Washington Wizards;26;25;23;25;99;226.5;225;340;115
106;539;V;Oklahoma City Thunder;31;21;34;27;113;213;210.5;270;102
106;540;H;Philadelphia 76ers;31;31;28;30;120;6;8;-340;1
106;541;V;Denver Nuggets;29;35;27;32;123;8.5;7.5;-330;1.5
106;542;H;Atlanta Hawks;31;25;30;29;115;220;224;260;108.5
106;543;V;Utah Jazz;35;33;27;33;128;2;4;-180;1.5
106;544;H;New Orleans Pelicans;36;28;33;29;126;223;221;150;114.5
106;545;V;Milwaukee Bucks;22;30;29;23;104;7.5;8;-400;10
106;546;H;San Antonio Spurs;27;38;26;35;126;229.5;228.5;300;118
106;547;V;Chicago Bulls;27;28;27;28;110;217.5;217.5;300;106.5
106;548;H;Dallas Mavericks;33;28;27;30;118;9.5;8;-400;3
106;549;V;Golden State Warriors;19;21;24;34;98;211;213;425;104
106;550;H;Sacramento Kings;26;26;38;21;111;9;10;-600;2.5
107;551;V;Detroit Pistons;27;27;30;31;115;3;3.5;-170;6
107;552;H;Cleveland Cavaliers;29;38;28;18;113;215;219.5;145;107.5
107;553;V;Portland Trail Blazers;15;31;23;32;101;220;221;120;2.5
